"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL1699880";"";"None";"445.57";"1";"5.35";"SID87544630";"Cc1ccc(-c2csc(NC(=O)CSc3nnc4cc(C)c5ccccc5n34)n2)cc1";"EC50";"'>'";"32000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1738165";"PUBCHEM_BIOASSAY: SAR analysis of agonists of the Cannabinoid Receptor 2 using an Image-Based Assay - Set 2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1961, AID1965]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL567593";"";"None";"384.56";"0";"3.81";"19a";"Cc1ccc(C(=O)NC2C(C)(C)[C@@H]3CC[C@@]2(C)C3)cc1CCN1CCOCC1";"EC50";"'='";"64.0";"nM";"7.19";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1041037";"Agonist activity at human CB2 receptor expressed in CHO cells by [35S]GTPgammaS binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155343";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";""
"CHEMBL2170528";"";"None";"460.66";"1";"6.27";"49";"CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c(-c2ccc(CC)cc2)c1C";"EC50";"'='";"39.9";"nM";"7.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2175897";"Agonist activity at human recombinant CB2 receptor expressed in CHO cells membrane by [35S]-GTPgammaS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169827";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308072";"";"";""
"CHEMBL2170544";"";"None";"384.56";"0";"4.68";"31";"CCCCCn1cc(C(=O)NC(C)C23CC4CC(CC(C4)C2)C3)c(=O)cc1C";"EC50";"'='";"84.2";"nM";"7.08";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2175897";"Agonist activity at human recombinant CB2 receptor expressed in CHO cells membrane by [35S]-GTPgammaS assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169827";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308072";"";"";""
"CHEMBL464914";"";"None";"439.45";"1";"5.26";"12h";"CC(C)c1cc(Nc2cccc(C(F)(F)F)c2F)ncc1C(=O)NCC1CCOCC1";"EC50";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1014610";"Agonist activity at human CB2 receptor expressed in yeast cells assessed as degradation of FDGlu to fluorescein after 24 hrs";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139246";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL576706";"";"None";"313.44";"0";"4.28";"50";"CC1(C)C(C(=O)c2cn(CCCCO)c3ccccc23)C1(C)C";"EC50";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1040882";"Agonist activity at human recombinant CB2 receptor expressed in HEK293 cells assessed as inhibition of forskolin-induced cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156767";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";"";""
"CHEMBL249025";"";"None";"443.61";"0";"3.97";"16";"CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCCC1)C2";"EC50";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL924304";"Agonist activity at human CB2 receptor by GTPgamma[35S] assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL570875";"";"None";"368.52";"0";"4.23";"32";"CC1(C)C(C(=O)c2cn(CCCN3CCOCC3)c3ccccc23)C1(C)C";"EC50";"'='";"1524.0";"nM";"5.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1040878";"Agonist activity at human recombinant CB2 receptor expressed in HEK293 cells coexpressing Galphaq/o5 assessed as calcium mobilization by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156767";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";"";""
"CHEMBL236374";"";"None";"414.60";"1";"5.01";"3f";"Cc1c(C(C)(C)C)s/c(=N\S(=O)(=O)c2cccc3ccccc23)n1CC1CC1";"EC50";"'='";"7.2";"nM";"8.14";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL897876";"Agonist activity at human CB2 receptor expressed in CHO cells by [35S]GTP-gamma-S binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149669";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL4237501";"";"None";"419.57";"1";"6.38";"6a";"CC1=CC[C@H]2[C@H](C1)c1c(O)cc(/C(C)=N/OCCCc3ccccc3)cc1OC2(C)C";"EC50";"'='";"1.65";"nM";"8.78";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4236334";"Agonist activity at recombinant human Cb2 receptor expressed in HEK293 cells assessed as inhibition of forskolin-stimulated cAMP levels";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229545";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";""
"CHEMBL3353806";"";"None";"310.36";"0";"3.94";"14";"Fc1ccccc1CSc1nnc2c(n1)[nH]c1ccccc12";"EC50";"'>'";"3000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3375407";"Agonist activity at human CB2R expressed in CHO cells assessed as reduction in forskolin-induced cAMP accumulation by beta-galactosidase based complementation immunoassay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352243";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3308072";"";"";""
"CHEMBL515102";"";"None";"379.49";"0";"1.72";"13";"Cc1ccc(-c2nnn(CC(C)(C)C)n2)cc1S(=O)(=O)N1CCOCC1";"EC50";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1031455";"Agonist activity at human cloned CB2 receptor assessed as stimulation of [35S]GTPgammaS binding";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136835";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL503518";"";"None";"404.54";"0";"2.92";"17";"Cc1ccc(-c2n[nH]c(CC3CCCCC3)n2)cc1S(=O)(=O)N1CCOCC1";"EC50";"'='";"57.0";"nM";"7.24";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1031455";"Agonist activity at human cloned CB2 receptor assessed as stimulation of [35S]GTPgammaS binding";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136835";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL411673";"";"None";"370.49";"0";"3.54";"33";"CC1(C)C(C(=O)c2cn(CCN3CCOCC3)c3ccc(O)cc23)C1(C)C";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL932920";"Agonist activity at human recombinant CB2 receptor expressed in HEK cells assessed as calcium mobilization by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144013";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";""
"CHEMBL270955";"";"None";"355.48";"0";"4.64";"16";"CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3ccc(O)cc23)C1(C)C";"EC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL932920";"Agonist activity at human recombinant CB2 receptor expressed in HEK cells assessed as calcium mobilization by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144013";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";""
"CHEMBL3582012";"";"None";"448.54";"0";"2.17";"6e";"CCC(CC)(NC(=O)c1ccc(N2CC(OC)C2)c(OCC2CC2)n1)C(=O)N1CC(F)C1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3584848";"Activity at human CB1 receptor expressed in CHO cells assessed as cAMP accumulation incubated for 30 mins by time-resolved FRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580634";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308072";"";"";""
"CHEMBL1641952";"";"None";"453.03";"1";"6.06";"32";"CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1-c1ccc(Cl)cc1";"EC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1647712";"Agonist activity at human CB2 receptor expressed in CHO cells assessed as stimulation of [35S]-GTPgammaS binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641396";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL381689";"SR-144528";"None";"476.06";"1";"6.81";"5";"Cc1ccc(Cn2nc(C(=O)NC3C4(C)CCC(C4)C3(C)C)cc2-c2ccc(Cl)c(C)c2)cc1";"EC50";"'='";"1.8";"nM";"8.74";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1647712";"Agonist activity at human CB2 receptor expressed in CHO cells assessed as stimulation of [35S]-GTPgammaS binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641396";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";"";""
"CHEMBL409647";"";"None";"364.49";"0";"4.80";"46";"CC1(C)C(C(=O)c2cn(CC3CCOCC3)c3ccc(C#N)cc23)C1(C)C";"EC50";"'='";"226.0";"nM";"6.65";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL932920";"Agonist activity at human recombinant CB2 receptor expressed in HEK cells assessed as calcium mobilization by FLIPR";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144013";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";""
"CHEMBL494408";"";"None";"385.43";"1";"5.54";"rac-1";"CN(Cc1ccc(-c2ccccc2C(F)(F)F)cc1)CC(O)c1ccccc1";"EC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1029937";"Agonist activity at human CB2 receptor expressed in CHO cells assessed as inhibition of forskolin-induced cAMP release";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153325";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";""
"CHEMBL494589";"";"None";"397.44";"1";"5.95";"rac-2";"FC(F)(F)c1ccccc1-c1ccc(CN2CCOC(c3ccccc3)C2)cc1";"EC50";"'='";"330.0";"nM";"6.48";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1029937";"Agonist activity at human CB2 receptor expressed in CHO cells assessed as inhibition of forskolin-induced cAMP release";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153325";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";""
"CHEMBL494012";"";"None";"379.89";"1";"5.05";"14";"Clc1ccccc1Nc1ccc(CN2CCO[C@@H](c3ccccc3)C2)cn1";"EC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1029937";"Agonist activity at human CB2 receptor expressed in CHO cells assessed as inhibition of forskolin-induced cAMP release";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153325";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";""
"CHEMBL498766";"";"None";"361.44";"0";"3.46";"24";"CCCCCN1C(=O)/C(=N\NC(=O)OC(C)(C)C)c2ccc(OC)cc21";"EC50";"'='";"15.9";"nM";"7.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1019848";"Inverse agonist activity at human recombinant CB2 receptor expressed CHO cells membrane by [35S]GTPgamma binding assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139382";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3308072";"";"";""
"CHEMBL1828810";"";"None";"330.39";"0";"4.07";"22";"COCCn1cc(C(=O)c2cccc3ccccc23)c2cccnc21";"EC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1832982";"Agonist activity at human CB2 receptor expressed in CHO cells assessed as increase of forskolin-stimulated cAMP accumulation after 20 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828497";"1";"Scientific Literature";"Eur J Med Chem";"2011";"CHEMBL3308072";"";"";""
"CHEMBL4460738";"";"None";"371.48";"0";"2.11";"42";"COc1ccc2c(c1)c(CC(=O)NC1CC1)c(C)n2CCN1CCOCC1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4374200";"Agonist activity at human CB2 receptor expressed in CHO cells coexpressing Galpha16 assessed as reduction in forsklin-induced cAMP production incubated for 30 mins by cAMP Hunter assay based fluorometric analysis";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373651";"1";"Scientific Literature";"Medchemcomm";"2019";"CHEMBL3308072";"";"";""
"CHEMBL371214";"";"None";"312.50";"1";"6.38";"JWH-133";"CCCC(C)(C)c1ccc2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21";"EC50";"'='";"145.6";"nM";"6.84";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL862781";"Effect on [35S]GTP-gamma-S binding to human CB2 receptor";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148594";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL376383";"";"None";"441.24";"1";"5.48";"19";"O=C(NCc1ccccc1Cl)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F";"EC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904754";"Agonist activity at human recombinant CB2 receptor expressed in Saccharomyces cerevisiae cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143658";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL226209";"";"None";"390.34";"0";"4.31";"17";"O=C(NCc1ccccc1)c1cnc(Nc2cccc(F)c2)nc1C(F)(F)F";"EC50";"'='";"310.0";"nM";"6.51";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904754";"Agonist activity at human recombinant CB2 receptor expressed in Saccharomyces cerevisiae cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143658";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL226215";"";"None";"436.82";"0";"4.83";"21";"COc1ccccc1CNC(=O)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F";"EC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904754";"Agonist activity at human recombinant CB2 receptor expressed in Saccharomyces cerevisiae cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143658";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL375703";"";"None";"372.35";"0";"4.17";"5";"O=C(NCc1ccccc1)c1cnc(Nc2ccccc2)nc1C(F)(F)F";"EC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904754";"Agonist activity at human recombinant CB2 receptor expressed in Saccharomyces cerevisiae cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143658";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL226386";"";"None";"398.82";"0";"4.81";"30";"O=C(NCC1CCCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F";"EC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904754";"Agonist activity at human recombinant CB2 receptor expressed in Saccharomyces cerevisiae cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143658";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL226067";"";"None";"412.84";"1";"5.20";"27";"O=C(NCC1CCCCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F";"EC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL904754";"Agonist activity at human recombinant CB2 receptor expressed in Saccharomyces cerevisiae cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143658";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL3958380";"";"None";"521.42";"2";"7.08";"2e";"C[C@@H](NC(=O)c1nn(-c2ccc(Cl)cc2Cl)c2c1CCC/C2=C\c1ccc(F)cc1)c1ccccn1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3863166";"Inverse agonist activity at human cannabinoid receptor 2 expressed in HEK293 cells assessed as increase in forskolin-induced cAMP production preincubated with cells followed by forskolin stimulation measured after 30 mins in presence of D2-labeled cAMP and Eu3+-TBP-NHS cryptate by HTRF assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862000";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3307715";"";"";""
"CHEMBL3928040";"";"None";"535.45";"2";"7.47";"2p";"C[C@@H](NC(=O)c1nn(-c2ccc(Cl)c(Cl)c2)c2c1CCCC/C2=C\c1ccc(F)cc1)c1ccccn1";"EC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3863166";"Inverse agonist activity at human cannabinoid receptor 2 expressed in HEK293 cells assessed as increase in forskolin-induced cAMP production preincubated with cells followed by forskolin stimulation measured after 30 mins in presence of D2-labeled cAMP and Eu3+-TBP-NHS cryptate by HTRF assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862000";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3307715";"";"";""
"CHEMBL3947225";"";"None";"632.49";"1";"4.77";"2m";"C[C@@H](NC(=O)c1nn(-c2ccc(Cl)cc2Cl)c2c1CN(C(=O)Cn1cnnn1)C/C2=C\c1ccc(F)cc1)c1ccccn1";"EC50";"'='";"8610.0";"nM";"5.07";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3863180";"Inverse agonist activity at human CB2 receptor transfected in HEK293 cells assessed as increase of forskolin-induced cAMP production incubated for 30 mins followed by d2 labeled cAMP addition measured after 60 mins by HTRF assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862001";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3307715";"";"";""
"CHEMBL467029";"";"None";"397.93";"0";"3.56";"26";"Cn1nc(C(C)(C)C)cc1NC(=O)C(C)(C)S(=O)(=O)c1ccc(Cl)cc1";"EC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"19.06";"0.40";"4.03";"9.36";"0";"CHEMBL1021556";"Agonist activity at human CB2 receptor expressed in SF9 cells assessed as inhibition of CP-55940-stimulated GTP binding";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139336";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308860";"";"";""
"CHEMBL449341";"";"None";"397.28";"0";"4.06";"19";"CC(C)(C(=O)Nc1ccc(Cl)cc1C#N)S(=O)(=O)c1ccc(Cl)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1021556";"Agonist activity at human CB2 receptor expressed in SF9 cells assessed as inhibition of CP-55940-stimulated GTP binding";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139336";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308860";"";"";""
"CHEMBL506707";"";"None";"451.17";"0";"4.95";"17";"CC(C)(C(=O)Nc1ccc(Cl)c(Br)c1)S(=O)(=O)c1ccc(Cl)cc1";"EC50";"'='";"86.0";"nM";"7.07";"";"";"UO_0000065";"15.66";"0.40";"2.12";"11.17";"0";"CHEMBL1021556";"Agonist activity at human CB2 receptor expressed in SF9 cells assessed as inhibition of CP-55940-stimulated GTP binding";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139336";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308860";"";"";""
"CHEMBL467641";"";"None";"405.83";"0";"4.55";"14";"CC(C)(C(=O)Nc1cccc(C(F)(F)F)c1)S(=O)(=O)c1ccc(Cl)cc1";"EC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"16.68";"0.36";"2.22";"10.70";"0";"CHEMBL1021556";"Agonist activity at human CB2 receptor expressed in SF9 cells assessed as inhibition of CP-55940-stimulated GTP binding";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139336";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308860";"";"";""
